STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1986,,1731881.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1987,,1762251.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1988,,1757754.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1989,,1776004.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1990,,1810321.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1991,,1866160.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1992,,1932865.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1993,,1987858.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1994,,2088350.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1995,,2175134.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1996,,2284498.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1997,,2405225.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1998,,2469413.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,1999,,2520580.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2000,,2604237.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2001,,2658070.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2002,,2694687.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2003,,2720149.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2004,,2829352.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2005,,2905323.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2006,,2976837.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2007,,3063583.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2008,,3078347.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2009,,3018616.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2010,,3042374.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2011,,3076012.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2012,,3159617.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2013,,3191725.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2014,,3257096.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2015,,3317591.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2016,,3356232.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2017,,3438921.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2018,,3467427.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2019,,3506392.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2020,,3461575.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2021,,3596877.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2022,,3713640.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2023,,3716318.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,NO,Norway,2024,,3794258.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,1995,,913686.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,1996,,969365.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,1997,,1031006.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,1998,,1078655.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,1999,,1129343.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,2000,,1181929.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,2001,,1196511.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,2002,,1219259.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,2003,,1262218.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,2004,,1326475.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,2005,,1369729.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MNAC,"Chain linked volumes (2020), million units of national currency",B1GQ,Gross domestic product at market prices,PL,Poland,2006,,1454681.0,,,,,
