STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,1992,,135826.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,1993,,134767.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,1994,,140110.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,1995,,146043.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,1996,,151392.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,1997,,161077.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,1998,,169863.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,1999,,177319.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2000,,187521.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2001,,192472.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2002,,195720.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2003,,199657.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2004,,207654.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2005,,213422.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2006,,222000.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2007,,233795.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2008,,235629.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2009,,216599.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2010,,223462.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2011,,228803.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2012,,225319.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2013,,223112.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2014,,222045.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2015,,223081.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2016,,228818.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2017,,236377.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2018,,239197.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2019,,242425.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2020,,236387.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2021,,242713.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2022,,244565.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2023,,242249.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FI,Finland,2024,,241925.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1975,,1033314.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1976,,1078135.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1977,,1116453.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1978,,1160546.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1979,,1203432.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1980,,1223606.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1981,,1238147.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1982,,1268389.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1983,,1284396.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1984,,1305068.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1985,,1325546.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1986,,1357220.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1987,,1391867.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1988,,1458874.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1989,,1523140.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1990,,1566239.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1991,,1585608.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1992,,1609647.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1993,,1603869.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1994,,1642099.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1995,,1679946.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1996,,1703417.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1997,,1746463.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1998,,1806761.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,1999,,1868179.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2000,,1945540.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2001,,1982495.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2002,,2003663.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2003,,2023055.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2004,,2081081.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2005,,2120384.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2006,,2177933.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2007,,2233045.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2008,,2241534.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2009,,2178221.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2010,,2221792.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2011,,2275950.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2012,,2280134.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2013,,2297959.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2014,,2320889.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2015,,2345647.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2016,,2365821.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2017,,2415115.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2018,,2454866.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2019,,2504637.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2020,,2318276.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2021,,2477827.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2022,,2545144.5,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2023,,2581774.6,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,FR,France,2024,,2612509.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,1995,,32284.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,1996,,34257.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,1997,,36370.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,1998,,37188.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,1999,,36873.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2000,,37959.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2001,,39140.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2002,,41411.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2003,,43717.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2004,,45541.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2005,,47511.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2006,,49925.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2007,,52446.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2008,,53479.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2009,,49835.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2010,,49170.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2011,,49122.1,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2012,,48015.0,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2013,,47954.8,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2014,,47687.6,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2015,,48795.4,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2016,,50484.3,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2017,,52140.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2018,,53655.2,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2019,,55318.7,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2020,,50720.9,,,,,
dataflow,ESTAT:NAMA_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income)",A,Annual,CLV20_MEUR,"Chain linked volumes (2020), million euro",B1GQ,Gross domestic product at market prices,HR,Croatia,2021,,57127.8,,,,,
