STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,vehicle,Vehicles,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2008,,69.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2009,,71.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2010,,69.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2011,,69.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2012,,66.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2013,,65.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2014,,65.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2015,,64.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2016,,63.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2017,,61.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2018,,60.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2019,,59.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2020,,79.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2021,,76.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2022,,64.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CY,Cyprus,2023,,60.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2008,,68.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2009,,69.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2010,,64.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2011,,65.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2012,,64.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2013,,64.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2014,,62.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2015,,64.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2016,,64.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2017,,63.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2018,,62.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2019,,63.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2020,,76.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2021,,79.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2022,,71.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,CZ,Czechia,2023,,69.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2008,,78.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2009,,79.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2010,,79.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2011,,77.3,,b,break in time series,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2012,,76.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2013,,77.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2014,,76.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2015,,76.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2016,,76.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2017,,75.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2018,,74.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2019,,73.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2020,,85.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2021,,84.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2022,,76.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DE,Germany,2023,,74.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2008,,72.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2009,,70.2,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2010,,69.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2011,,69.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2012,,69.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2013,,68.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2014,,69.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2015,,69.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2016,,69.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2017,,69.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2018,,69.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2019,,70.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2020,,82.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2021,,82.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2022,,71.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,DK,Denmark,2023,,71.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2008,,65.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2009,,67.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2010,,66.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2011,,65.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2012,,65.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2013,,65.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2014,,66.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2015,,65.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2016,,64.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2017,,63.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2018,,62.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2019,,62.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2020,,81.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2021,,83.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2022,,75.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EE,Estonia,2023,,71.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2008,,66.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2009,,68.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2010,,67.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2011,,67.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2012,,66.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2013,,66.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2014,,65.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2015,,65.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2016,,66.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2017,,65.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2018,,63.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2019,,63.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2020,,78.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2021,,74.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2022,,64.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EL,Greece,2023,,63.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2008,,67.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2009,,69.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2010,,69.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2011,,67.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2012,,67.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2013,,66.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2014,,67.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2015,,66.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2016,,68.8,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2017,,68.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2018,,68.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2019,,67.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2020,,81.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2021,,78.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2022,,69.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,ES,Spain,2023,,66.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2008,,73.7,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2009,,75.0,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2010,,74.0,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2011,,73.0,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2012,,72.3,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,72.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2014,,72.1,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,71.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,72.0,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2017,,71.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2018,,70.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2019,,70.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,82.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2021,,80.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,72.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,70.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2008,,76.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2009,,77.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2010,,77.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2011,,77.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2012,,77.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2013,,77.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2014,,77.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2015,,77.0,,,,,
