geo,TIME_PERIOD,AFC_Bioenergía,AFC_Carbón,AFC_Eólica,AFC_Gas,AFC_Hidráulica,AFC_Nuclear,AFC_Petróleo,AFC_Renovables_total,AFC_Solar,DL_Bioenergía,DL_Carbón,DL_Eólica,DL_Gas,DL_Hidráulica,DL_Nuclear,DL_Petróleo,DL_Renovables_total,DL_Solar,FC_E_Bioenergía,FC_E_Carbón,FC_E_Eólica,FC_E_Gas,FC_E_Hidráulica,FC_E_Nuclear,FC_E_Petróleo,FC_E_Renovables_total,FC_E_Solar,FC_IND_E_Bioenergía,FC_IND_E_Carbón,FC_IND_E_Eólica,FC_IND_E_Gas,FC_IND_E_Hidráulica,FC_IND_E_Nuclear,FC_IND_E_Petróleo,FC_IND_E_Renovables_total,FC_IND_E_Solar,FC_OTH_E_Bioenergía,FC_OTH_E_Carbón,FC_OTH_E_Eólica,FC_OTH_E_Gas,FC_OTH_E_Hidráulica,FC_OTH_E_Nuclear,FC_OTH_E_Petróleo,FC_OTH_E_Renovables_total,FC_OTH_E_Solar,FC_TRA_E_Bioenergía,FC_TRA_E_Carbón,FC_TRA_E_Eólica,FC_TRA_E_Gas,FC_TRA_E_Hidráulica,FC_TRA_E_Nuclear,FC_TRA_E_Petróleo,FC_TRA_E_Renovables_total,FC_TRA_E_Solar,GEP_Bioenergía,GEP_Carbón,GEP_Eólica,GEP_Gas,GEP_Hidráulica,GEP_Nuclear,GEP_Petróleo,GEP_Renovables_total,GEP_Solar,GEP_MAPCHP_Bioenergía,GEP_MAPCHP_Carbón,GEP_MAPCHP_Eólica,GEP_MAPCHP_Gas,GEP_MAPCHP_Hidráulica,GEP_MAPCHP_Nuclear,GEP_MAPCHP_Petróleo,GEP_MAPCHP_Renovables_total,GEP_MAPCHP_Solar,GEP_MAPE_Bioenergía,GEP_MAPE_Carbón,GEP_MAPE_Eólica,GEP_MAPE_Gas,GEP_MAPE_Hidráulica,GEP_MAPE_Nuclear,GEP_MAPE_Petróleo,GEP_MAPE_Renovables_total,GEP_MAPE_Solar,GHP_Bioenergía,GHP_Carbón,GHP_Eólica,GHP_Gas,GHP_Hidráulica,GHP_Nuclear,GHP_Petróleo,GHP_Renovables_total,GHP_Solar,GHP_MAPCHP_Bioenergía,GHP_MAPCHP_Carbón,GHP_MAPCHP_Eólica,GHP_MAPCHP_Gas,GHP_MAPCHP_Hidráulica,GHP_MAPCHP_Nuclear,GHP_MAPCHP_Petróleo,GHP_MAPCHP_Renovables_total,GHP_MAPCHP_Solar,AFC_total,DL_total,FC_E_total,FC_IND_total,FC_TRA_total,FC_OTH_total,PIB_real_MEUR,PIB_real_NAC,PIB_growth_pct,EMI_CH4,EMI_CH4_CO2E,EMI_CO2,EMI_GHG,EMI_N2O,EFF_PEC_EED,CONS_ELECT_ANNUAL,TRANS_AC,TRANS_BUS_TOT,TRANS_CAR,TRANS_SEAV,TRANS_TRN
AL,1990,19783.966,7270.565,0.0,15361.903,0.0,19783.966,39635.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19783.966,7270.565,0.0,15361.903,0.0,19783.966,39635.72,0.0,0.0,0.0,293.655,0.0,0.0,0.0,0.0,17296.906,0.0,0.0,19783.966,6976.91,0.0,15361.903,0.0,19783.966,22338.814000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26691.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26691.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101836.12,0.0,101836.12,17590.560999999998,0.0,84245.55900000001,,,,,,,,,,,,,,,
AL,1991,19783.966,4005.736,0.0,8212.661,0.0,19783.966,23553.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19783.966,4005.736,0.0,8212.661,0.0,19783.966,23553.896,0.0,0.0,0.0,256.948,0.0,0.0,0.0,0.0,11592.448,0.0,0.0,19783.966,3748.788,0.0,8212.661,0.0,19783.966,11961.447999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32970.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32970.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75340.225,0.0,75340.225,11849.396,0.0,63490.829,,,,,,,,,,,,,,,
AL,1992,19783.966,963.231,0.0,2267.7709999999997,0.0,19783.966,6773.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19783.966,963.231,0.0,2267.7709999999997,0.0,19783.966,6773.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3542.344,0.0,0.0,19783.966,963.231,0.0,2267.7709999999997,0.0,19783.966,3231.0009999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30233.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30233.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49572.278,0.0,49572.278,3542.344,0.0,46029.935,,,,,,,,,,,,,,,
AL,1993,18883.216,989.2629999999999,0.0,1473.4099999999999,0.0,18883.216,2462.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18883.216,989.2629999999999,0.0,1473.4099999999999,0.0,18883.216,2462.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18883.216,989.2629999999999,0.0,1473.4099999999999,0.0,18883.216,2462.673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31058.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31058.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42691.778,0.0,42691.778,0.0,0.0,42691.778,,,,,,,,,,,,,,,
AL,1994,18024.119,52.066,0.0,2101.211,0.0,18024.119,2153.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18024.119,52.066,0.0,2101.211,0.0,18024.119,2153.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18024.119,52.066,0.0,2101.211,0.0,18024.119,2153.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35341.695999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35341.695999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40354.792,0.0,40354.792,0.0,0.0,40354.792,,,,,,,,,,,,,,,
AL,1995,17204.072,156.199,0.0,845.609,0.0,17204.072,1001.8080000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17204.072,156.199,0.0,845.609,0.0,17204.072,1001.8080000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17204.072,156.199,0.0,845.609,0.0,17204.072,1001.8080000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39399.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39399.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36411.76,0.0,36411.76,0.0,0.0,36411.76,5279.9,653491.0,,,,,,,,,,,,,
AL,1996,16420.471,0.0,0.0,1447.786,0.0,16420.470999999998,1447.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16420.471,0.0,0.0,1447.786,0.0,16420.470999999998,1447.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16420.471,0.0,0.0,1447.786,0.0,16420.470999999998,1447.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53663.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53663.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35736.514,0.0,35736.514,0.0,0.0,35736.514,5667.2,701433.3,7.3,,,,,,,,,,,,
AL,1997,15673.316,0.0,0.0,499.679,0.0,15673.316,499.67900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15673.316,0.0,0.0,499.679,0.0,15673.316,499.67900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15673.316,0.0,0.0,499.679,0.0,15673.316,499.67900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47122.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47122.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32345.99,0.0,32345.99,0.0,0.0,32345.99,5003.5,619284.4,-11.7,,,,,,,,,,,,
AL,1998,14960.006,0.0,0.0,627.801,0.0,14960.006,627.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14960.006,0.0,0.0,627.801,0.0,14960.006,627.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14960.006,0.0,0.0,627.801,0.0,14960.006,627.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46119.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46119.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31175.613999999998,0.0,31175.613999999998,0.0,0.0,31175.613999999998,5419.3,670747.1,8.3,,,,,,,,,,,,
AL,1999,14277.934000000001,0.0,0.0,1063.4180000000001,0.0,14374.258000000002,1063.4180000000001,0.0,0.0,0.0,0.0,0.0,76.874,0.0,0.0,76.874,0.0,0.0,14277.934000000001,0.0,0.0,1076.23,0.0,14374.258000000002,1076.23,0.0,0.0,3712.341,0.0,0.0,884.047,0.0,3712.341,884.047,0.0,0.0,10565.593,0.0,0.0,192.18400000000003,0.0,10661.917,192.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49521.484000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49521.484000000004,0.0,0.0,0.0,0.0,0.0,0.0,171.82,0.0,0.0,171.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30779.028000000002,153.748,30804.652000000002,9192.776,0.0,21611.878,6083.2,752918.5,12.3,,,,,,,,,,,,
AL,2000,14060.557,0.0,0.0,602.177,0.0,14180.310000000001,602.177,0.0,0.0,0.0,0.0,0.0,51.248999999999995,0.0,0.0,51.248999999999995,0.0,0.0,14059.255,0.0,0.0,602.177,0.0,14179.009,602.177,0.0,0.0,3655.068,0.0,0.0,486.866,0.0,3655.068,486.866,0.0,0.0,10404.188,0.0,0.0,115.311,0.0,10523.941,115.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43054.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43054.826,0.0,0.0,0.0,0.0,0.0,0.0,109.339,0.0,0.0,109.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29445.221,102.49799999999999,29442.618,8283.868,0.0,21158.751000000004,6537.2,809107.7,7.5,,,,,,,,,,,,
AL,2001,13951.217,0.0,0.0,704.674,0.0,14099.606,704.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13952.519,0.0,0.0,653.426,0.0,14100.907,653.4259999999999,0.0,0.0,3627.733,0.0,0.0,512.491,0.0,3627.733,512.491,0.0,0.0,10324.786,0.0,0.0,140.935,0.0,10473.175,140.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33317.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33317.35,0.0,0.0,0.0,0.0,0.0,0.0,141.881,0.0,0.0,141.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29460.171,0.0,29360.278,8280.448,0.0,21079.831000000002,7116.6,880824.8,8.9,,,,,,,,,,,,
AL,2002,13951.217,0.0,0.0,409.99199999999996,0.0,14104.813,409.99199999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13952.519,0.0,0.0,409.99199999999996,0.0,14106.115,409.99199999999996,0.0,0.0,490.726,0.0,0.0,307.494,0.0,490.726,307.494,0.0,0.0,13461.792,0.0,0.0,102.498,0.0,13615.389000000001,102.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32914.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32914.356,0.0,0.0,0.0,0.0,0.0,0.0,100.228,0.0,0.0,100.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28876.014,0.0,28878.618,1596.44,0.0,27282.177,7446.0,921592.9,4.6,,,,,,,,,,,,
AL,2003,10790.780999999999,0.0,0.0,589.364,0.0,11009.46,589.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10788.177,0.0,0.0,589.364,0.0,11006.857,589.364,0.0,0.0,1742.925,0.0,0.0,474.054,0.0,1742.925,474.054,0.0,0.0,9045.252,0.0,0.0,115.311,0.0,9263.93,115.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45782.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45782.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22978.968999999997,0.0,22973.762000000002,4433.958,0.0,18539.804000000004,7843.1,970743.9,5.3,,,,,,,,,,,,
AL,2004,12697.716,0.0,0.0,819.985,0.0,12846.106,819.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12699.018,0.0,0.0,819.985,0.0,12847.405999999999,819.985,0.0,0.0,490.726,0.0,0.0,550.927,0.0,490.726,550.927,0.0,0.0,12208.292,0.0,0.0,269.058,0.0,12356.68,269.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51227.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51227.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27183.792,0.0,27186.394,2083.306,0.0,25103.088,8256.2,1021865.8,5.3,,,,,,,,,,,,
AL,2005,12535.009,0.0,0.0,691.8620000000001,0.0,12784.929,691.8620000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12536.31,0.0,0.0,691.8620000000001,0.0,12786.229,691.8620000000001,0.0,0.0,545.3969999999999,0.0,0.0,538.115,0.0,545.3969999999999,538.115,0.0,0.0,11990.914,0.0,0.0,153.747,0.0,12240.833999999999,153.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50355.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50355.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26703.662,0.0,26706.263,2167.024,0.0,24539.242,8679.8,1074295.9,5.1,,,,,,2.13,,,,,,
AL,2006,12535.009,0.0,0.0,691.8620000000001,0.0,12784.929,691.8620000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12536.31,0.0,0.0,691.8620000000001,0.0,12786.229,691.8620000000001,0.0,0.0,545.3969999999999,0.0,0.0,538.115,0.0,545.3969999999999,538.115,0.0,0.0,11990.914,0.0,0.0,153.747,0.0,12240.833999999999,153.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50899.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50899.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26703.662,0.0,26706.263,2167.024,0.0,24539.242,9202.2,1138957.6,6.0,,,,,,2.05,,,,,,
AL,2007,11717.565,0.0,0.0,691.8620000000001,0.0,12404.842999999999,691.8620000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11716.262999999999,0.0,0.0,691.8620000000001,0.0,12403.541,691.8620000000001,0.0,0.0,479.012,0.0,0.0,448.429,0.0,479.012,448.429,0.0,0.0,11237.252,0.0,0.0,243.433,0.0,11924.528999999999,243.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26129.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26129.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25506.131999999998,0.0,25503.528,1854.882,0.0,23648.647,9800.4,1212990.9,6.5,,,,,,1.93,,,,,,
AL,2008,11717.565,0.0,0.0,896.8589999999999,0.0,12425.67,896.8589999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11721.470000000001,0.0,0.0,896.8589999999999,0.0,12429.574,896.8589999999999,0.0,0.0,479.012,0.0,0.0,474.054,0.0,479.012,474.054,0.0,0.0,11242.458,0.0,0.0,422.805,0.0,11950.563,422.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35585.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35585.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25936.953,0.0,25944.762000000002,1906.132,0.0,24038.631,10477.3,1296772.9,6.9,,,,,,2.05,,,,,,
AL,2009,11444.215,0.0,0.0,128.123,0.0,12167.938999999998,10826.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11444.215,0.0,0.0,128.123,0.0,12170.543000000001,10826.001,0.0,0.0,114.54599999999999,0.0,0.0,0.0,0.0,114.54599999999999,10697.878,0.0,0.0,11329.669,0.0,0.0,128.123,0.0,12055.997,128.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48743.611999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48743.611999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34566.278,0.0,34568.882,10926.970000000001,0.0,23641.911999999997,10759.2,1331665.9,2.7,,,,,,2.01,,,,,,
AL,2010,11172.168,0.0,0.0,128.123,0.0,11903.703000000001,11959.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11172.168,0.0,0.0,128.123,0.0,11903.703000000001,11959.551,0.0,0.0,164.00900000000001,0.0,0.0,0.0,0.0,164.00900000000001,11831.428,0.0,0.0,11008.159,0.0,0.0,128.123,0.0,11739.694,128.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70917.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70917.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35163.545,0.0,35163.545,12159.446,0.0,23004.099,11079.1,1371258.3,3.0,,,,,,2.04,,,,,,
AL,2011,11336.178,0.0,0.0,64.061,0.0,12611.806,15083.598999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11336.178,0.0,0.0,64.061,0.0,12609.203000000001,15083.598999999998,0.0,0.0,545.3969999999999,0.0,0.0,0.0,0.0,576.636,15019.538,0.0,0.0,10790.780999999999,0.0,0.0,64.061,0.0,12032.567,64.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38724.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38724.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39095.644,0.0,39093.041,16141.571,0.0,22951.47,11352.0,1405039.5,2.5,,,,,,2.2,4.912183333333333,,,,,
AL,2012,11254.172999999999,0.0,0.0,64.061,0.0,12540.215,8353.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11254.172999999999,0.0,0.0,64.061,0.0,12540.215,8353.146,0.0,0.0,545.3969999999999,0.0,0.0,0.0,0.0,589.653,8289.083999999999,0.0,0.0,10708.777,0.0,0.0,64.061,0.0,11950.562,64.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44282.554000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44282.554000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32211.595,0.0,32211.595,9424.133999999998,0.0,22787.461000000003,11463.7,1418866.8,1.0,,,,,,1.99,4.911144444444444,,,,,
AL,2013,10980.823,0.0,0.0,38.437,0.0,12277.279999999999,7264.8189999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10980.823,0.0,0.0,38.437,0.0,12277.279999999999,7264.8189999999995,0.0,0.0,544.095,0.0,0.0,0.0,0.0,588.351,6872.147999999999,0.0,0.0,10436.729,0.0,0.0,38.437,0.0,11688.927,392.67099999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65219.53200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65219.53200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30561.359,0.0,30561.359,8004.593999999999,0.0,22556.764,11659.4,1443090.1,1.7,,,,,,2.2,4.9106,,,,,
AL,2014,11936.023000000001,0.0,0.0,0.0,0.0,13287.149000000001,9422.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11936.023000000001,0.0,0.0,0.0,0.0,13287.149000000001,9280.94,0.0,0.0,545.3969999999999,0.0,0.0,0.0,0.0,589.653,8855.86,0.0,0.0,9983.751,0.0,0.0,0.0,0.0,11290.618999999999,425.082,0.0,0.0,1406.876,0.0,0.0,0.0,0.0,1406.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44277.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44277.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34645.806000000004,0.0,34504.112,9990.91,2813.752,21699.451999999997,11920.6,1475418.2,2.2,,,,,,2.26,4.911899999999999,,,,,
