geo,TIME_PERIOD,AFC,DL,FC_E,FC_IND_E,FC_OTH_E,FC_TRA_E,GEP,GEP_MAPCHP,GEP_MAPE,GHP,GHP_MAPCHP,PIB_real_MEUR,PIB_real_NAC,PIB_growth_pct,EMI_CH4,EMI_CH4_CO2E,EMI_CO2,EMI_GHG,EMI_N2O,EFF_PEC_EED,CONS_ELECT_ANNUAL,TRANS_AC,TRANS_BUS_TOT,TRANS_CAR,TRANS_SEAV,TRANS_TRN
PT,2020,3091175.867,53349.386,2824224.382,780120.5,957664.392,1086439.487,767332.385,3618.124,625122.027,80791.993,203.056,201032.7,201032.7,-8.2,755.81506,21162.651510000003,164709.91537,198078.25037,31.35132,19.5,0.1764611111111111,6.1,3.9,87.3,0.0,2.6
PT,2021,3182904.318,57451.195999999996,2930036.929,784178.0650000001,958627.241,1187231.629,731783.351,3625.452,593209.788,65373.266,203.056,212207.6,212207.6,5.6,760.9802199999999,21307.4862,158350.20201,191825.48385,31.35132,19.53,0.17787777777777777,7.4,5.3,84.6,0.0,2.7
PT,2022,3236184.134,58939.956000000006,3023114.572,789143.436,976364.8319999999,1257606.312,690871.553,3957.032,564093.125,45229.731,203.056,227032.1,227032.1,7.0,765.3646,21430.48908,161951.6899,195350.09493999998,30.530500000000004,20.77,0.2071722222222222,14.5,6.5,75.5,0.0,3.5
PT,2023,3160439.839,53483.694,3050691.522,742666.4400000001,968622.8910000001,1339402.192,687519.965,3712.216,570074.5160000001,37928.864,286.368,232964.8,232964.8,2.6,747.83709,20938.928010000003,146953.58678,180011.16133,30.580550000000002,20.71,0.2303111111111111,16.1,6.3,74.0,0.0,3.6
RO,1990,7868700.995,168246.595,7524991.544,4185703.562,2442832.891,896455.093,1046155.417,835656.307,159290.67299999998,1236796.625,1123853.986,,,,5451.73629,152648.7963,699048.61026,895311.52711,145.46532,,,,,,,
RO,1991,6420884.527,124097.993,6142086.7809999995,3491924.871,1872470.0320000001,777691.872,900440.041,657124.981,242471.582,944175.119,869225.399,,,,4707.12242,131799.18752,571277.88718,737784.50746,113.42331,,,,,,,
RO,1992,5176869.3440000005,356197.551,4648241.907,2259254.214,1596012.783,792974.9099999999,866410.422,534862.96,305629.282,2157186.469,905919.26,,,,4358.77442,122045.80387999999,528346.94913,682758.91684,109.90979999999999,,,,,,,
RO,1993,5015590.958000001,424679.319,4249860.271,2050308.815,1563698.405,635853.0530000001,893500.099,509568.01399999997,359953.903,2214199.2770000002,974613.189,,,,4191.56738,117363.70646,489029.8413,639464.40558,112.06195,,,,,,,
RO,1994,4730927.152,420223.75,4393534.007,2280192.941,1443972.229,669368.836,892661.306,486676.981,383051.119,1254989.965,871698.556,,,,4208.91471,117849.69196000001,482201.90018,631491.28042,105.15505,,,,,,,
RO,1995,5247970.085,418437.24,4596086.189,2447571.134,1526477.1330000001,622037.924,953935.241,519221.143,415745.234,1293040.156,945712.379,109029.9,527519.2,,4330.38606,121250.68956,499232.34361,653865.86265,109.92981999999999,,,,,,,
RO,1996,5491982.706,435062.026,5194568.091,2418746.589,1912871.015,862950.491,978770.958,522768.433,437253.901,1325335.697,921438.983,113290.4,548133.1,3.9,4345.77143,121681.62006,517443.2263,671792.97185,107.23713,,,,,,,
RO,1997,5224236.28,326505.255,5073299.751999999,2064981.99,2132233.361,876084.395,883415.861,434203.328,432525.741,1293545.206,909170.809,107796.9,521553.7,-4.8,4932.7678399999995,138117.26929,468657.23905,638425.9882,103.43333,,,,,,,
RO,1998,5025714.108,278494.027,4617288.643,1702386.225,2087213.433,827688.9839999999,807348.274,346233.339,441827.424,1188655.9470000002,754785.843,105608.8,510967.2,-2.0,4655.10045,130342.84263,405285.6808,564949.73535,94.90481,,,,,,,
RO,1999,4414058.96,309816.787,3956360.1550000003,1420810.974,1853445.089,682104.0889999999,771936.288,300816.776,449802.96900000004,957791.8049999999,621257.416,105211.0,509042.5,-0.4,4533.66914,126942.45564,338942.77417,493501.07807,89.74966,,,,,,,
RO,2000,4448718.18,259943.677,4014885.319,1502971.642,1801546.074,710367.605,803875.958,307578.652,473917.046,849334.691,565974.512,107800.5,521571.3,2.5,3250.55731,91015.59466999999,357345.31833,475381.6067,90.00992,,,,,,,
RO,2001,4540041.524,280167.39900000003,4074653.661,1586318.119,1633502.105,854833.436,844770.546,299664.024,521142.399,874554.404,630470.581,113425.7,548787.8,5.2,3095.22213,86666.05948,381106.00528000004,493843.98063,88.17809,,,,,,,
RO,2002,4559976.12,285215.752,4078542.891,1692789.017,1503463.514,882290.3570000001,851134.115,265367.305,557669.646,704752.548,496944.755,119894.4,580085.0,5.7,3325.6223,93117.17415,377449.43236,495226.98225,85.07499,,,,,,,
RO,2003,4686560.32,297267.582,4270800.253,1630614.288,1713493.295,926692.666,874390.655,264795.612,580490.39,672894.3589999999,488964.262,122701.3,593665.7,2.3,3447.13369,96519.98356,396642.39615000004,517953.26583,89.76968,,,,,,,
RO,2004,4697077.462,319020.324,4404631.084,1603049.7249999999,1839313.498,962267.865,880614.388,240156.707,598141.175,598815.452,428189.645,135496.7,655573.8,10.4,3288.8555699999997,92088.03604,385903.39788,503635.85272,93.53344,,,,,,,
RO,2005,4827149.786,305052.254,4371697.015,1563048.649,1915460.169,893188.2000000001,921842.0599999999,257654.174,621029.996,566410.569,427102.756,141821.9,686177.0,4.7,3322.2589399999997,93023.28034999999,377000.74412,495901.6062,94.27418,36.06,,,,,,
RO,2006,4943082.455,357384.172,4389985.949,1518794.949,1950949.324,920241.674,980957.014,243324.43099999998,689926.689,549610.015,426639.365,153208.5,741268.8,8.0,3224.37115,90282.07188,391009.18857,505899.9946,88.85876999999999,37.53,,,,,,
RO,2007,4960618.708000001,270009.84400000004,4329527.462,1470817.137,1872235.7689999999,986474.552,954762.062,253740.834,647757.3030000001,480394.114,375456.702,164291.3,794890.8,7.2,3090.70762,86539.98353,409822.47306,520914.52413,87.5875,37.44,0.20777777777777776,,,,,
RO,2008,4902201.932,255795.89299999998,4467041.379,1437151.221,1917399.2349999999,1112490.92,985226.9890000001,241801.487,692631.842,438062.75800000003,326149.729,179582.7,868875.1,9.3,3004.95195,84138.95490000001,405559.90475,513045.80327000003,81.16108,37.32,0.20809444444444447,13.5,17.9,62.4,0.0,6.2
RO,2009,4533072.538,207316.794,4076448.041,1054724.307,1885740.604,1135983.137,864840.551,203902.59500000003,621577.993,425102.102,319512.55700000003,169675.7,820941.7,-5.5,2847.89505,79740.88122,336335.78979,438320.26238,77.13705999999999,32.65,0.21006666666666668,13.5,11.7,69.1,0.0,5.6
RO,2010,4646283.886,217366.984,4089507.6659999997,1099921.692,1917337.7510000002,1072248.226,900355.048,179474.425,676195.491,433535.578,331088.24,163048.5,788877.4,-3.9,2660.24759,74486.68227,311043.96323,408237.40958,78.41834,32.95,0.2198388888888889,14.8,13.9,66.5,0.0,4.8
RO,2011,4684925.932,208845.84,4209796.772,1218928.843,1864766.814,1126101.115,938277.564,214450.483,676243.1410000001,432495.544,337547.08400000003,170378.5,824342.1,4.5,2585.8833,72404.5322,345819.18371,441819.18781,81.10102,33.53,0.22179444444444446,16.2,13.6,65.8,0.0,4.4
RO,2012,4491131.4059999995,204147.535,4236534.545,1176483.182,1910332.8420000002,1149718.523,885656.967,204100.679,614211.409,395973.501,312030.599,173621.8,840034.4,1.9,2584.90232,72377.19489,332463.6315,427208.20142,75.78571,33.26,0.2238611111111111,17.5,14.2,64.5,0.0,3.8
RO,2013,4235243.942,165740.378,4034000.8,1087332.029,1823848.214,1122820.559,853338.444,170218.536,584667.666,376846.875,297149.991,174105.8,842376.1,0.3,2504.39189,70123.08303,284276.50251,377470.23314,77.72765000000001,30.41,0.26744999999999997,17.7,13.8,65.0,0.0,3.5
RO,2014,4199671.795,155715.35,3999707.6380000003,1105001.939,1754785.694,1139920.009,952179.966,159651.063,700418.346,347068.744,278339.67,181272.0,877048.2,4.1,2473.7713000000003,69265.51632,274193.60969,366081.07536,75.50543,30.07,0.2627777777777778,17.4,14.0,64.8,0.0,3.8
RO,2015,4281962.893,158078.244,4032875.554,1111638.754,1765677.835,1155558.969,963968.822,137108.196,717797.771,340733.55,273345.19,186994.8,904736.9,3.2,2449.30686,68580.77226,269718.08864000003,361227.65679000004,75.74566999999999,30.75,0.2722111111111111,17.2,14.6,64.5,0.0,3.7
RO,2016,4343329.926,157070.144,4104763.679,1081799.8159999999,1779963.709,1243000.159,938242.436,132478.33299999998,701591.113,337416.918,266786.113,192342.7,930611.9,2.9,2384.15177,66756.10942,259247.81883,349222.37350000005,75.6756,30.65,0.26756111111111114,16.9,14.6,65.1,0.0,3.4
RO,2017,4589218.746,147008.331,4306007.7809999995,1108815.537,1864662.92,1332529.327,930997.388,135444.473,693443.53,323254.345,246332.676,208106.1,1006879.9,8.2,2345.32298,65669.05345,273211.32839,363331.81885,79.11904000000001,32.46,0.26689444444444443,18.0,14.5,63.8,0.0,3.7
RO,2018,4677237.899999999,144989.058,4390489.997,1136839.389,1887311.956,1366338.652,933322.852,119416.412,706604.928,307521.333,220869.22900000002,220844.2,1068510.5,6.1,2301.08879,64430.466100000005,274779.17467,365216.74189,84.44436,32.57,0.28625,18.8,13.8,64.0,0.0,3.4
RO,2019,4725155.761,128669.285,4458894.595,1155680.554,1878549.007,1424665.031,850836.56,106862.28,649452.04,261982.27899999998,186592.89,229508.5,1110430.9,3.9,2327.29497,65164.26917,258707.09865,349315.70674,82.082,32.07,0.3019277777777778,18.9,13.7,64.0,0.0,3.4
RO,2020,4714429.665,123261.325,4403342.115,1117559.365,1885747.409,1400035.344,779404.285,94477.879,577988.196,250330.54200000002,179805.84100000001,221075.5,1069629.4,-3.7,2269.09683,63534.701230000006,241724.40292000002,329569.6404,77.2772,30.93,0.3194,7.1,13.3,76.8,0.0,2.9
RO,2021,5038763.666,123234.413,4745291.952,1192088.773,2064065.93,1489137.257,837457.434,87177.356,626518.247,260377.233,185957.89800000002,233335.7,1128948.0,5.5,2233.37114,62534.471999999994,257667.76035,346186.96112,83.22314,33.09,0.35023333333333334,10.2,12.3,74.5,0.0,2.9
RO,2022,4719569.536,111363.61,4548478.093,1007919.6680000001,1927193.077,1613365.35,789061.244,76804.34700000001,584696.458,220387.048,156928.398,242588.1,1173714.2,4.0,2196.8947,61512.901450000005,247315.58852,332699.85749,74.79472000000001,31.0,0.6467444444444443,16.5,11.3,68.8,0.0,3.4
RO,2023,4635352.519,108193.867,4428160.783,862063.146,1895231.275,1670866.361,801061.143,71251.88,612505.715,204050.904,121026.65299999999,248420.6,1201933.4,2.4,2141.6294900000003,59965.625720000004,226825.07848,310751.69125000003,75.02494999999999,29.95,0.42460000000000003,18.7,11.9,66.1,0.0,3.3
RS,1990,2286036.6380000003,63487.823000000004,2193149.367,872176.761,991338.001,329634.604,692891.6950000001,0.0,692891.6950000001,138174.064,0.0,,,,,,,,,,,,,,,
RS,1991,1842813.978,59469.40700000001,1776642.3190000001,669265.5719999999,870812.9,236563.846,658313.818,0.0,658313.818,119752.94,0.0,,,,,,,,,,,,,,,
RS,1992,1521215.542,43355.049999999996,1460253.5550000002,583307.352,709151.27,167794.933,600587.173,0.0,600587.173,92877.51800000001,0.0,,,,,,,,,,,,,,,
RS,1993,1263132.963,58597.1,1233652.691,347994.744,687576.561,198081.383,525725.853,0.0,525725.853,86543.62700000001,0.0,,,,,,,,,,,,,,,
RS,1994,1201451.935,60219.17999999999,1167256.937,318849.081,655628.236,192779.623,537361.31,0.0,537361.31,80981.621,0.0,,,,,,,,,,,,,,,
RS,1995,1124514.2,64852.645,1089769.825,281292.784,607301.879,201175.165,558765.587,0.0,558765.587,79713.80500000001,0.0,23835.1,2802474.2,,,,,,,,,,,,,
RS,1996,1695593.511,68006.7,1622498.088,558382.406,729084.222,335031.461,552966.794,0.0,552966.794,84239.68299999999,0.0,25304.5,2975245.7,6.2,,,,,,,,,,,,
RS,1997,1790887.753,71443.32800000001,1797878.169,597305.226,736970.255,463602.68799999997,611034.864,0.0,611034.864,91521.182,0.0,27565.0,3241030.7,8.9,,,,,,,,,,,,
RS,1998,1829314.57,71774.719,1752892.028,657169.4720000001,736436.353,359286.208,613430.934,0.0,613430.934,85819.899,0.0,29037.7,3414187.3,5.3,,,,,,,,,,,,
RS,1999,1254489.74,64819.475000000006,1273509.333,401379.33999999997,681582.8,190547.188,527710.812,0.0,527710.812,78527.99,0.0,26039.4,3061655.2,-10.3,,,,,,,,,,,,
RS,2000,1318204.617,70258.981,1260590.54,394605.141,694234.777,171750.622,553638.752,0.0,553638.752,77719.65400000001,0.0,27616.1,3247041.2,6.1,,,,,,,,,,,,
RS,2001,1544079.321,74085.763,1469510.292,469377.136,732151.574,267981.582,565211.743,0.0,565211.743,86035.976,0.0,29488.1,3467142.6,6.8,,,,,,,,,,,,
RS,2002,1698679.733,75054.12299999999,1618184.169,500734.16099999996,792439.655,325010.354,576558.258,0.0,576558.258,85486.676,0.0,31416.9,3693930.0,6.5,,,,,,,,,,,,
RS,2003,1822591.006,73675.29000000001,1737000.839,567909.143,813341.316,355750.377,600348.079,0.0,600348.079,86340.567,0.0,32849.4,3862361.7,4.6,,,,,,,,,,,,
RS,2004,2060212.1230000001,71399.046,1965759.54,670821.0160000001,836337.752,458600.773,646383.207,0.0,646383.207,105878.51699999999,0.0,35046.0,4120632.8,6.7,,,,,,,,,,,,
RS,2005,1812426.783,78565.63500000001,1766175.7280000001,618182.472,668727.342,479265.915,619975.199,343932.519,272879.64,221770.725,19248.983,37115.0,4363894.2,5.9,,,,,,15.66,,,,,,
RS,2006,1921098.781,86140.507,1782061.818,640736.227,623329.579,517996.016,626101.852,364686.747,259029.941,203870.262,14992.546,38562.7,4534115.1,3.9,,,,,,16.53,,,,,,
RS,2007,2101960.378,91567.071,1897887.829,689235.552,807143.708,401508.572,630793.105,348796.573,279676.971,197339.827,16786.234,41583.0,4889230.3,7.8,,,,,,16.16,,,,,,
RS,2008,2065554.751,110402.898,1725851.264,521951.284,693596.568,510303.413,646150.406,295306.05700000003,346748.795,159133.433,15435.111,43729.0,5141558.2,5.2,,,,,,15.93,,,,,,
RS,2009,1748782.584,107703.377,1552734.7680000002,351911.629,713900.405,486922.735,659622.61,282307.136,374606.974,159411.984,14240.186,42354.8,4979979.0,-3.1,,,,,,14.62,,,,,,
RS,2010,1801982.975,106333.975,1641461.42,430685.585,726120.621,484655.21499999997,647387.506,285568.581,357001.731,174782.015,14894.922,43037.1,5060205.2,1.6,,,,,,14.8,,,,,,
RS,2011,1892631.487,105857.158,1717989.098,500153.078,775915.9569999999,441920.065,672457.525,283834.76900000003,384667.783,187939.223,16955.453999999998,43060.5,5062951.4,0.1,,,,,,15.48,,,,,,
RS,2012,1646160.407,93602.039,1581016.797,448375.802,741885.027,390755.96499999997,635180.517,288886.262,343417.062,155337.78399999999,16885.164,42869.3,5040474.1,-0.4,,,,,,14.28,,,,,,
RS,2013,1655487.386,92777.031,1532530.766,427390.118,678343.148,426797.50600000005,689091.092,263389.819,422388.282,150050.429,15263.294,43062.9,5063235.8,0.5,,,,,,14.38,2.013227777777778,,,,,
RS,2014,1545953.3800000001,83789.765,1438768.835,350873.277,645270.79,442624.763,577097.759,83602.671,488827.85,130727.253,12088.539,42285.9,4971881.4,-1.8,,,,,,12.83,2.1349555555555555,,,,,
RS,2015,1601109.641,88445.813,1475836.405,366801.304,678490.24,430544.859,659664.809,84942.861,569534.561,153055.97,12736.765,42833.8,5036304.0,1.3,,,,,,14.21,2.2091055555555554,,,,,
RS,2016,1714132.468,89027.61799999999,1538452.025,390679.591,707786.0700000001,439986.36699999997,674677.829,99530.33,567762.386,157719.826,14850.665,44108.2,5186144.0,3.0,,,,,,14.58,2.361755555555556,,,,,
RS,2017,1731583.119,93231.00899999999,1563788.9510000001,402966.951,702647.2930000001,458174.70999999996,640201.7930000001,93840.829,537708.093,162045.407,18355.333,45150.7,5308713.5,2.4,,,,,,14.89,2.4419833333333334,,,,,
RS,2018,1723553.302,87382.76699999999,1569661.145,424041.286,682657.967,462961.887,637495.755,87422.85699999999,541047.772,157917.657,18249.935,47249.9,5555534.1,4.6,,,,,,14.79,2.4737722222222223,,,,,
RS,2019,1711685.676,80002.726,1570845.309,390786.652,680043.424,500015.233,642648.6140000001,89977.864,544846.182,145108.386,18659.066,49494.4,5819433.6,4.8,,,,,,14.72,2.488477777777778,,,,,
RS,2020,1829027.185,74618.048,1645039.207,358476.235,811008.198,475554.772,651552.139,80741.77900000001,562984.809,156647.205,18630.203,49024.2,5764147.6,-1.0,,,,,,15.22,2.5634555555555556,,,,,
RS,2021,1876622.758,76218.81,1734519.747,366355.204,825772.321,542392.226,643120.9299999999,92989.738,541250.19,162199.646,21993.148,52921.1,6222342.9,7.9,,,,,,15.51,2.745311111111111,,,,,
RS,2022,1928125.2380000001,67165.562,1793975.14,392324.021,822585.904,579065.2220000001,604526.456,88599.53899999999,507607.814,145754.421,20351.489999999998,54313.5,6386051.9,2.6,,,,,,15.8,2.8649444444444443,,,,,
RS,2023,1872177.915,64784.636,1749269.389,385973.245,793290.727,570005.415,667940.554,98934.546,560470.441,143530.97600000002,20967.074,56403.2,6631753.5,3.8,,,,,,15.41,3.4261555555555554,,,,,
SE,1990,5637152.534,128846.43400000001,5361200.92,2044938.128,1819136.074,1497126.719,1758143.906,44774.583,1599748.259,398580.733,186750.799,,,,657.83718,18419.340940000002,166268.3022,197479.70242000002,43.573530000000005,,,,,,,
SE,1991,5758266.83,128799.832,5425544.513,2069211.3599999999,1879624.158,1476708.998,1738640.837,70022.667,1553563.1940000001,463741.95,242213.334,,,,658.77812,18445.68726,169830.35069,200902.44173999998,42.87283,,,,,,,
SE,1992,6159980.905,147182.81,5695417.23,2140089.209,2020583.426,1534744.592,1790839.027,79891.348,1588488.844,606694.418,269759.11,,,,668.72806,18724.375669999998,171357.75657,202143.59165,41.99195,,,,,,,
SE,1993,6044759.5,155045.975,5744315.828,2252195.156,2028962.3020000001,1463158.368,1795784.162,93935.24399999999,1579924.284,656827.942,299612.73699999996,255701.9,2680983.0,,665.39473,18631.16255,175087.36245000002,206290.68459999998,43.39335,,,,,,,
SE,1994,6082972.657,151445.602,5850965.546,2260966.943,2074411.166,1515587.437,1710126.504,112805.704,1482678.185,682977.037,314480.326,265970.3,2788645.0,4.0,661.03037,18508.500009999996,183055.64277,214334.5204,43.53349,,,,,,,
SE,1995,6337114.517,169532.647,5979848.444,2365160.835,2081913.707,1532773.903,1801716.206,110668.897,1568602.5329999998,707387.11,356786.958,276860.1,2902823.0,4.1,653.6129599999999,18300.94266,179481.14184,210573.18282000002,42.62258,,,,,,,
SE,1996,6299029.599,161786.756,6177593.985,2426376.225,2232528.108,1518689.652,1694150.848,150312.324,1441346.671,797564.981,386969.904,281579.8,2952308.0,1.7,655.2946400000001,18347.93961,197622.37495,228884.16551,43.012969999999996,,,,,,,
SE,1997,6300715.848,170113.75199999998,6041184.0879999995,2432562.014,2075884.1060000001,1532737.964,1814137.618,104445.909,1600517.6439999999,709252.393,344612.508,290210.2,3042796.0,3.1,648.13749,18147.65953,171803.30167000002,203124.95203000001,42.86282,,,,,,,
SE,1998,6297018.942,180718.795,6081716.556,2460085.483,2071245.029,1550386.042,1931982.893,110729.816,1743498.5389999999,733762.697,375248.43,302532.0,3171988.0,4.2,638.56793,17880.05219,173800.29666999998,205008.33353,43.10306,,,,,,,
SE,1999,6246465.382,167256.627,5967446.2129999995,2380281.3049999997,2003057.3220000002,1584107.581,1876975.539,107341.849,1694545.48,741553.148,349285.476,315241.8,3305247.0,4.2,621.8212000000001,17410.84345,160667.95745,191161.52055,40.79075,,,,,,,
SE,2000,6171081.061,174219.91700000002,5904239.209,2427873.44,1881395.747,1594970.027,1812652.47,88522.933,1646539.002,695587.539,332266.241,329841.0,3458317.0,4.6,607.0964899999999,16998.63165,152860.62792,182765.8833,39.7397,,,,,,,
SE,2001,6008502.828,185123.56100000002,5702325.961,2158277.628,1954653.614,1589394.7179999999,1978786.096,106357.79000000001,1791834.058,781348.87,364382.157,334329.5,3505378.0,1.4,601.96136,16854.94811,156711.53498,186429.17293,38.998960000000004,,,,,,,
SE,2002,6218040.058,183897.233,5681576.908,2131447.777,1940933.838,1609195.295,1795350.685,118063.38,1587025.871,783387.275,396117.985,341944.6,3585221.0,2.3,580.9803999999999,16267.521270000001,161059.12823,190270.68060000002,38.47844,,,,,,,
SE,2003,5873527.707,170248.503,5658732.696,2056367.49,1965658.3050000002,1636706.8960000002,1648634.618,149384.5,1407437.622,816021.246,411899.342,348376.7,3652660.0,1.9,562.95239,15762.6469,166968.77197,195602.25685,37.99796,,,,,,,
SE,2004,5863372.39,175304.138,5588682.048,2055017.921,1855065.2289999998,1678598.891,1827933.4810000001,150497.61,1584377.875,829600.191,432387.51,362937.4,3805326.0,4.2,564.85429,15815.980179999999,165229.5645,194143.36942,38.2382,,,,,,,
SE,2005,5793398.841,182390.29100000003,5439316.136,1990565.783,1845542.252,1603208.1069999998,1942083.11,131207.791,1718388.7429999998,857653.621,424037.344,373074.7,3911614.0,2.8,548.5980500000001,15360.535189999999,152479.17685,180908.86813999998,37.47744,48.99,,,,,,
SE,2006,5665831.4059999995,181651.718,5450394.529,2046035.708,1782624.471,1621734.356,1762032.929,146538.025,1514949.858,865783.799,447613.05,390520.0,4094524.0,4.7,539.26873,15099.204119999999,147012.95609,175022.09725,37.09706,47.71,,,,,,
SE,2007,5657632.02,179859.405,5469899.392,2063745.941,1761720.408,1644433.05,1841725.554,149904.645,1580002.642,843777.897,450160.402,403113.7,4226567.0,3.2,517.54703,14491.12665,142226.92484,169427.57832,36.05602,47.41,0.47390000000000004,,,,,
SE,2008,5714078.889,191068.005,5348037.848999999,1999989.376,1728076.761,1619971.71,1875686.754,153236.253,1601467.74,851137.498,480576.348,399392.5,4187551.0,-0.9,494.76427,13853.519680000001,136177.87183000002,162804.89225,37.02699,47.25,0.5370611111111111,12.7,6.2,71.4,1.6,8.1
SE,2009,5461990.43,189423.429,5211242.102,1881178.9780000001,1744968.937,1585094.183,1744686.0,187050.442,1453203.463,892889.617,548373.434,382395.9,4009345.0,-4.3,482.25176999999996,13502.86938,126091.97601,151516.54518000002,35.91588,43.06,0.5532444444444444,11.7,6.2,72.2,1.6,8.2
SE,2010,6155159.427,214402.293,5580721.723,2019642.47,1948262.419,1612816.832,1899935.478,247066.136,1529570.016,1086267.186,669118.2390000001,404386.6,4239913.0,5.8,474.22375,13277.824560000001,147689.68214,173463.23995,37.34731,48.34,0.5862722222222222,12.2,6.1,71.2,2.4,8.0
SE,2011,6332516.32,195533.279,5535556.449,1943245.899,1980643.026,1611667.527,1903470.138,203582.59900000002,1587719.333,906791.371,561046.414,417181.0,4374059.0,3.2,459.5591,12867.49464,131017.82694,155670.80529,34.724689999999995,47.54,0.6097666666666667,12.3,6.4,72.2,1.6,7.5
SE,2012,6078550.231000001,212116.01799999998,5525798.479,1923621.519,2052376.076,1549800.886,2112371.534,181530.355,1812285.77,1004971.861,614953.463,415452.2,4355933.0,-0.4,443.0426,12405.132740000001,122805.60292,146556.75034,34.134100000000004,47.44,0.5839444444444444,12.9,6.3,71.5,1.5,7.8
SE,2013,5952374.104,184653.579,5418204.061,1896827.557,1990414.254,1530962.259,1908458.9919999999,173746.935,1625306.9139999999,978326.828,627319.256,420178.6,4405489.0,1.1,434.84441000000004,12175.43327,116356.69045,139909.60984000002,34.59456,46.42,0.5855055555555555,13.4,6.4,71.0,1.5,7.8
SE,2014,5817593.813,166030.574,5287904.339,1852369.0720000002,1903961.439,1531573.83,1917094.188,145134.313,1663629.406,927978.531,594551.206,429825.0,4506629.0,2.3,423.31289,11852.690849999999,110111.3013,133582.73929,35.08505,45.94,0.5646333333333333,13.6,6.2,70.8,1.6,7.8
SE,2015,5469879.114,176607.88,5385842.419,1897842.974,1922792.7110000001,1565206.736,2076906.645,149370.443,1818516.962,948871.515,612173.112,448686.8,4704391.0,4.4,412.03162000000003,11536.755229999999,112060.4485,135316.69151,35.575540000000004,43.82,0.5647055555555556,13.8,6.2,70.4,1.6,8.0
SE,2016,5874194.715,200984.307,5467575.627,1895320.834,2023040.74,1549214.05,1964444.334,173423.601,1683675.702,1000352.26,653515.214,458249.1,4804650.0,2.1,408.02762,11424.90349,114731.54692999998,137853.47576,35.34531,45.34,0.5923833333333334,16.1,7.0,66.2,1.8,9.0
SE,2017,6062292.672,204365.391,5435240.556,1877735.986,1987281.8599999999,1570222.705,2072517.233,173817.225,1782412.619,990841.014,645086.946,466877.1,4895113.0,1.9,404.56416,11327.356039999999,116939.41259,140228.39831,36.66663,46.33,0.6138222222222223,16.6,6.8,65.4,1.9,9.1
SE,2018,6130847.722,204427.58299999998,5397293.775,1896326.968,1970831.422,1530135.375,2046678.715,174965.29,1756836.517,986559.845,655431.256,475142.0,4981769.0,1.8,399.55916,11187.76659,122342.7205,145017.16229,35.22519,47.23,0.6456944444444445,17.0,6.8,65.1,1.9,9.2
SE,2019,5825243.294,212928.804,5335098.418,1882392.0559999999,1945635.794,1507070.564,2133289.769,175396.402,1827524.5920000002,971480.0920000001,637418.858,487534.8,5111705.0,2.6,386.62624,10825.3145,115598.09260999999,137881.01327,35.55552,45.77,0.6858888888888889,17.0,6.8,64.5,1.8,9.9
SE,2020,5615902.201,167567.20799999998,5284366.127,1948354.804,1919293.6630000002,1416717.658,2135496.868,130870.177,1880940.131,900941.702,584369.604,478106.9,5012855.0,-1.9,380.38,10650.820179999999,101772.75108,123767.45381,35.34531,41.28,0.6510777777777778,5.8,7.8,78.3,1.0,7.1
SE,2021,5899954.153,211623.897,5463736.9290000005,1947277.853,2058413.035,1458046.0489999999,2240847.1720000003,169623.27,1942209.3760000002,1051757.51,659182.65,503092.1,5274820.0,5.2,379.41904,10623.60299,112682.48992,134450.64633000002,34.98495,43.3,0.7659277777777778,6.1,7.7,78.0,1.1,7.0
SE,2022,5578764.107,190950.962,5296086.932,1948224.108,1950324.81,1397538.014,2264323.953,164187.52599999998,1954805.303,983144.287,628754.988,509408.1,5341042.0,1.3,374.49412,10485.815340000001,103557.26381,125167.78274000001,35.255219999999994,42.55,0.9060055555555555,12.4,6.9,69.7,1.5,9.5
SE,2023,5729652.516,188145.686,5297186.526,2017492.708,1904227.744,1375466.07,2172295.904,139984.416,1888086.258,937506.7000000001,485655.436,508368.6,5330143.0,-0.2,368.4681,10317.21691,105849.49375,126896.78001,34.2342,41.41,0.88075,13.9,6.5,69.3,1.3,9.0
SI,1990,692859.993,8943.88,686186.501,255105.29700000002,234443.607,196637.603,176099.298,64947.744999999995,91020.564,40313.785,27246.398,,,,236.53629999999998,6622.9863700000005,59897.46763,68592.49397,6.33633,,,,,,,
SI,1991,700846.1799999999,6061.5830000000005,687253.729,225845.573,276111.856,185296.3,175546.351,60018.089,102604.31599999999,43686.394,29802.86,,,,227.83760999999998,6379.423049999999,54596.70216,62786.38366,5.88588,,,,,,,
SI,1992,640377.1610000001,7448.208999999999,632014.657,191283.465,249497.29,191233.899,178109.587,72464.065,95247.323,39923.287,27204.744,,,,229.32909999999998,6421.30489,54599.39485,62948.16528,6.326319999999999,,,,,,,
SI,1993,693693.711,7547.53,692651.522,185209.148,276957.677,230484.693,172608.239,74207.25200000001,89061.823,40617.07,27475.489,,,,219.27906,6139.67354,56271.42521,64348.99471,6.146140000000001,,,,,,,
SI,1994,734950.395,5975.266,727086.157,204238.013,265720.154,257127.98700000002,182570.643,72988.896,100533.114,39276.36,25611.508,,,,217.28707,6083.69762,57066.81981,65191.526399999995,6.52652,,,,,,,
SI,1995,798033.007,7677.934,772124.416,195672.441,290202.571,286249.408,181942.722,72763.968,99150.746,42887.172,29532.114,25750.2,25750.2,,219.65944000000002,6150.47433,60058.42843,68363.31502,6.93693,,,,,,,
